한솔로지스틱스,00140946,009180,27477425
한솔제지,01060744,213500,23800576
한솔케미칼,00140955,014680,11335195
한솔테크닉스,00157399,004710,32109878
한솔홀딩스,00171636,004150,42008577
한솔홈데코,00203582,025750,80565149
한신공영,00162063,004960,11570702
한양증권,00162416,001750,12728534
한온시스템,00161125,018880,533800000
한올바이오파마,00162586,009420,52240638
한익스프레스,00129509,014130,12000000
한일시멘트,01319808,300720,69261540
한일철강,00163196,002220,26697460
한일현대시멘트,00164672,006390,19327672
한일홀딩스,00162993,003300,30832884
한전KPS,00159218,051600,45000000
한전산업,00194947,130660,32600000
한진,01556807,002320,14947628
한진중공업홀딩스,00163673,003480,29529812
한진칼,00983040,180640,66761796
한창,00163716,005110,79395668
한창제지,00163761,009460,59667486
한컴라이프케어,00534598,372910,27674406
한화,00160588,000880,74958735
한화생명,00113058,088350,868530000
한화손해보험,00135917,000370,116738915
한화솔루션,00162461,009830,191278497
한화시스템,00339391,272210,188919389
한화에어로스페이스,00126566,012450,50630000
한화투자증권,00148610,003530,214547775
해성디에스,01032413,195870,17000000
해태제과식품,00428321,101530,29116822
핸즈코퍼레이션,00119140,143210,21863268
현대건설기계,01205842,267270,19700793
현대건설,00164478,000720,111355765
현대그린푸드,00105280,005440,97704482
현대글로비스,00360595,086280,37500000
현대두산인프라코어,00344287,042670,197763411
현대로템,00302926,064350,109142293
현대리바트,00300548,079430,20535282
현대모비스,00164788,012330,94285094
현대미포조선,00164609,010620,39942149
현대백화점,00428251,069960,23402441
현대비앤지스틸,00125743,004560,15078811
현대약품,00164706,004310,32000000
현대에너지솔루션,01199550,322000,11200000
현대오토에버,00362441,307950,27423982
현대위아,00106623,011210,27195083
현대일렉트릭,01205851,267260,36047135
현대제철,00145880,004020,133445785
현대중공업,01390344,329180,88773116
현대차증권,00137997,001500,31712562
현대코퍼레이션,00968971,011760,13228966
현대코퍼레이션홀딩스,01108099,227840,9100836
현대퓨처넷,00403632,126560,110202945
현대해상,00164973,001450,89400000
현대홈쇼핑,00412597,057050,12000000
형지엘리트,00441243,093240,31154798
혜인,00165343,003010,12712747
호전실업,00226316,111110,9749984
호텔신라,00165680,008770,39248121
화성산업,00174527,002460,10150000
화승알앤에이,01532603,378850,18993623
화승엔터프라이즈,01128613,241590,60589276
화승코퍼레이션,00166272,013520,50051252
화신,01216705,010690,34920410
화인베스틸,00661847,133820,29781941
화천기계,00166500,010660,22000000
화천기공,00166519,000850,2200000
환인제약,00166573,016580,18600070
황금에스티,00218575,032560,17000000
효성,00677918,004800,21071025
효성중공업,01316245,298040,9324548
효성첨단소재,01316254,298050,4479948
효성티앤씨,01316227,298020,4327682
효성화학,01316236,298000,3190126
후성,00595191,093370,92606819
휠라홀딩스,00195229,081660,60752222
휴비스,00362238,079980,34500000
휴스틸,00156488,005010,39188075
흥국화재,00103176,000540,64242645
흥아해운,00167208,003280,240424899
